"category","is_female","age_group","total","n","prop"
"Hypotension / syncope","1","[75,80)",6078,186752,0.0325458361891707
"Urinary incontinence","1","[75,80)",10482,186752,0.0561279129540781
"Sleep disturbance","0","[40,45)",6364,300490,0.0211787413890645
"Atrial fibrillation","0","[60,65)",14346,344312,0.0416656985524757
"Chronic kidney disease","0","[60,65)",14402,344312,0.0418283417365645
"Respiratory disease","1","[55,60)",18614,384918,0.0483583516489226
"Cerebrovascular disease","1","[55,60)",2145,384918,0.00557261546615123
"Urinary incontinence","0","[75,80)",4884,151488,0.0322401774397972
"Memory and cognitive problems","1","[60,65)",1038,384813,0.00269741406865153
"Visual impairment","0","[50,55)",9090,328467,0.0276740129145394
"Parkinsonism and tremor","0","[75,80)",5658,151488,0.0373494930291508
"Visual impairment","0","[45,50)",4514,305129,0.014793742974283
"Heart failure","1","[50,55)",1719,360738,0.00476523127588444
"Heart failure","0","[55,60)",4823,349624,0.0137948195776034
"Hypotension / syncope","0","[65,70)",5253,281362,0.0186698985648382
"Weight loss and anorexia","0","[65,70)",5269,281362,0.0187267648083252
"Urinary incontinence","1","[55,60)",7294,384918,0.0189494905408425
"Ischaemic heart disease","0","[50,55)",6025,328467,0.0183427863377447
"Peptic ulcer","1","[75,80)",1869,186752,0.0100079249485949
"Social vulnerability","1","[65,70)",1248,318542,0.00391785070728507
"Heart failure","0","[60,65)",6992,344312,0.0203071632705221
"Peptic ulcer","0","[55,60)",1166,349624,0.00333501132645356
"Urinary system disease","1","[65,70)",24166,318542,0.0758644072053293
"Hypotension / syncope","1","[70,75)",5700,244787,0.023285550294746
"Falls","1","[50,55)",1834,360738,0.00508402219893662
"Visual impairment","1","[40,45)",2668,327169,0.00815480684294661
"Chronic kidney disease","1","[50,55)",5048,360738,0.0139935354744995
"Social vulnerability","1","[60,65)",1115,384813,0.00289751125871527
"Weight loss and anorexia","1","[55,60)",4068,384918,0.0105684847162253
"Mobility and transfer problems","0","[60,65)",727,344312,0.00211145705058203
"Falls","0","[55,60)",1222,349624,0.0034951833970208
"Fragility fracture","1","[65,70)",3476,318542,0.0109122187968933
"Mobility and transfer problems","1","[75,80)",1604,186752,0.00858893077450308
"Peptic ulcer","1","[80,100]",3653,295206,0.0123744097342195
"Ischaemic heart disease","1","[40,45)",968,327169,0.00295871552622651
"Memory and cognitive problems","1","[65,70)",2309,318542,0.00724865166916764
"Ischaemic heart disease","1","[65,70)",8605,318542,0.0270137061988686
"Memory and cognitive problems","0","[65,70)",2163,281362,0.00768760529140396
"Falls","1","[55,60)",2695,384918,0.00700149122670283
"Heart failure","1","[70,75)",8186,244787,0.0334413183706651
"Mobility and transfer problems","1","[70,75)",1471,244787,0.00600930604974937
"Weight loss and anorexia","1","[45,50)",2550,335558,0.00759928238933359
"Social vulnerability","1","[70,75)",1192,244787,0.00486953964058549
"Memory and cognitive problems","1","[55,60)",545,384918,0.00141588598091022
"Skin ulcer","0","[55,60)",1325,349624,0.00378978559824268
"Hearing impairment","0","[50,55)",3822,328467,0.0116358720967403
"Social vulnerability","0","[65,70)",976,281362,0.00346884085270932
"Mobility and transfer problems","0","[65,70)",1013,281362,0.0036003440407731
"Falls","1","[60,65)",3440,384813,0.00893940693271797
"Osteoporosis","1","[50,55)",3020,360738,0.00837172684884875
"Heart failure","1","[45,50)",1054,335558,0.00314103672092455
"Falls","1","[70,75)",5523,244787,0.0225624726803302
"Weight loss and anorexia","0","[60,65)",4487,344312,0.0130317851251191
"Chronic kidney disease","0","[50,55)",7068,328467,0.0215181433751336
"Osteoporosis","0","[50,55)",417,328467,0.0012695339257825
"Peripheral vascular disease","0","[60,65)",6159,344312,0.0178878459072004
"Peptic ulcer","1","[50,55)",984,360738,0.0027277414633335
"Osteoporosis","0","[70,75)",2562,202067,0.01267896291824
"Social vulnerability","1","[45,50)",569,335558,0.00169568301158071
"Mobility and transfer problems","1","[60,65)",837,384813,0.00217508244264097
"Falls","0","[60,65)",1719,344312,0.00499256488301308
"Heart failure","1","[55,60)",2966,384918,0.00770553728326553
"Skin ulcer","0","[75,80)",2853,151488,0.018833174904943
"Atrial fibrillation","0","[40,45)",1508,300490,0.00501846983260674
"Memory and cognitive problems","1","[70,75)",4790,244787,0.0195680326161112
"Osteoporosis","1","[45,50)",1031,335558,0.0030724941738835
"Peripheral vascular disease","1","[55,60)",2727,384918,0.00708462581640765
"Falls","0","[65,70)",2391,281362,0.00849794926109425
"Urinary incontinence","0","[60,65)",2203,344312,0.00639826668835242
"Hypotension / syncope","1","[45,50)",1739,335558,0.00518241257845142
"Hypotension / syncope","0","[45,50)",1124,305129,0.00368368788282988
"Urinary incontinence","0","[55,60)",1279,349624,0.00365821568313388
"Hearing impairment","1","[65,70)",9066,318542,0.028460925089941
"Peripheral vascular disease","0","[50,55)",1812,328467,0.00551653590771676
"Ischaemic heart disease","1","[45,50)",1982,335558,0.00590657948849379
"Fragility fracture","1","[40,45)",325,327169,0.000993370398784726
"Skin ulcer","1","[50,55)",624,360738,0.001729787269431
"Hearing impairment","0","[45,50)",2695,305129,0.00883232993258589
"Peptic ulcer","0","[80,100]",2865,191432,0.0149661498600025
"Urinary incontinence","0","[45,50)",446,305129,0.00146167686453926
"Social vulnerability","0","[50,55)",647,328467,0.00196975647477524
"Peripheral vascular disease","1","[40,45)",457,327169,0.00139683160690652
"Social vulnerability","1","[40,45)",466,327169,0.0014243403256421
"Social vulnerability","1","[80,100]",1623,295206,0.00549785573463954
"Skin ulcer","0","[65,70)",2325,281362,0.00826337600671022
"Mobility and transfer problems","0","[55,60)",574,349624,0.00164176372331419
"Peptic ulcer","0","[70,75)",1828,202067,0.00904650437726101
"Fragility fracture","0","[45,50)",542,305129,0.00177629789367776
"Weight loss and anorexia","0","[55,60)",3795,349624,0.0108545179964762
"Parkinsonism and tremor","0","[50,55)",1136,328467,0.00345849050285112
"Osteoporosis","1","[40,45)",375,327169,0.00114619661398238
"Parkinsonism and tremor","1","[60,65)",2594,384813,0.00674093650682279
"Peripheral vascular disease","1","[50,55)",1506,360738,0.00417477504449212
"Peripheral vascular disease","1","[45,50)",860,335558,0.00256289523718701
"Parkinsonism and tremor","1","[50,55)",1144,360738,0.0031712766606235
"Peptic ulcer","1","[70,75)",2004,244787,0.00818670926152124
"Peptic ulcer","0","[50,55)",882,328467,0.00268520125309392
"Skin ulcer","1","[65,70)",1853,318542,0.00581712929535195
"Memory and cognitive problems","0","[55,60)",546,349624,0.00156167768803057
"Cerebrovascular disease","1","[45,50)",1026,335558,0.00305759362017893
"Mobility and transfer problems","0","[40,45)",198,300490,0.000658923757862159
"Mobility and transfer problems","0","[70,75)",1129,202067,0.00558725571221427
"Mobility and transfer problems","1","[65,70)",1271,318542,0.00399005468666612
"Skin ulcer","1","[60,65)",1355,384813,0.00352119081216071
"Social vulnerability","1","[55,60)",1001,384918,0.00260055388420391
"Memory and cognitive problems","1","[40,45)",91,327169,0.000278143711659723
"Urinary incontinence","0","[40,45)",286,300490,0.000951778761356451
"Atrial fibrillation","1","[40,45)",635,327169,0.00194089293301016
"Mobility and transfer problems","1","[45,50)",333,335558,0.000992376876724739
"Heart valve disease","1","[70,75)",12,244787,4.90222111468338e-05
"Peptic ulcer","0","[40,45)",583,300490,0.00194016439814969
"Fragility fracture","0","[40,45)",479,300490,0.00159406303038371
"Memory and cognitive problems","1","[45,50)",145,335558,0.000432116057432694
"Skin ulcer","0","[45,50)",535,305129,0.00175335677696974
"Heart valve disease","0","[60,65)",12,344312,3.48521108761821e-05
"Memory and cognitive problems","0","[40,45)",70,300490,0.000232952843688642
"Heart valve disease","1","[40,45)",6,327169,1.8339145823718e-05
"Memory and cognitive problems","0","[45,50)",137,305129,0.000448990426999728
"Heart valve disease","1","[55,60)",12,384918,3.11754711393076e-05
"Heart valve disease","0","[80,100]",29,191432,0.000151489824062853
"Heart valve disease","0","[75,80)",19,151488,0.000125422475707647
"Heart valve disease","1","[75,80)",12,186752,6.42563399588759e-05
"Heart valve disease","1","[60,65)",5,384813,1.29933240301133e-05
"Heart valve disease","1","[50,55)",6,360738,1.6632569898375e-05
"Heart valve disease","0","[40,45)",9,300490,2.99510799028254e-05
"Heart valve disease","0","[50,55)",6,328467,1.82666751911151e-05
